product_id,warehouse_id,quantity,expiration_date,status,,
10568,1013,248,2/16/2025,Expired,"{10568,1013,248,LocalDate.of(2025,2,16),""Expired""},","LocalDate.of(2025,2,16)"
10568,1019,16,3/12/2025,Sold,"{10568,1019,16,LocalDate.of(2025,3,12),""Sold""},","LocalDate.of(2025,3,12)"
10568,1007,108,10/4/2025,Adjusted,"{10568,1007,108,LocalDate.of(2025,10,4),""Adjusted""},","LocalDate.of(2025,10,4)"
10569,1005,440,,Transferred,"{10569,1005,440,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10569,1007,85,,Adjusted,"{10569,1007,85,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10569,1002,324,,Sold,"{10569,1002,324,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10569,1011,181,,Sold,"{10569,1011,181,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10569,1012,112,,Adjusted,"{10569,1012,112,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10570,1002,50,1/5/2026,Sold,"{10570,1002,50,LocalDate.of(2026,1,5),""Sold""},","LocalDate.of(2026,1,5)"
10570,1004,51,5/24/2025,Expired,"{10570,1004,51,LocalDate.of(2025,5,24),""Expired""},","LocalDate.of(2025,5,24)"
10570,1015,85,1/16/2026,Transferred,"{10570,1015,85,LocalDate.of(2026,1,16),""Transferred""},","LocalDate.of(2026,1,16)"
10570,1005,388,7/11/2025,Received,"{10570,1005,388,LocalDate.of(2025,7,11),""Received""},","LocalDate.of(2025,7,11)"
10571,1016,38,,Transferred,"{10571,1016,38,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10571,1012,25,,Transferred,"{10571,1012,25,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10571,1004,432,,Transferred,"{10571,1004,432,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10572,1008,140,10/13/2025,Received,"{10572,1008,140,LocalDate.of(2025,10,13),""Received""},","LocalDate.of(2025,10,13)"
10572,1013,68,9/12/2025,Transferred,"{10572,1013,68,LocalDate.of(2025,9,12),""Transferred""},","LocalDate.of(2025,9,12)"
10572,1003,387,2/3/2025,Adjusted,"{10572,1003,387,LocalDate.of(2025,2,3),""Adjusted""},","LocalDate.of(2025,2,3)"
10573,1015,294,,Transferred,"{10573,1015,294,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10573,1004,118,,Adjusted,"{10573,1004,118,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10573,1017,331,,Sold,"{10573,1017,331,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10573,1011,429,,Adjusted,"{10573,1011,429,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10574,1019,120,,Sold,"{10574,1019,120,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10574,1004,79,,Received,"{10574,1004,79,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10574,1001,283,,Transferred,"{10574,1001,283,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10574,1016,58,,Expired,"{10574,1016,58,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10574,1005,301,,Received,"{10574,1005,301,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10575,1007,74,9/29/2025,Transferred,"{10575,1007,74,LocalDate.of(2025,9,29),""Transferred""},","LocalDate.of(2025,9,29)"
10575,1012,273,8/30/2025,Sold,"{10575,1012,273,LocalDate.of(2025,8,30),""Sold""},","LocalDate.of(2025,8,30)"
10575,1001,129,1/7/2026,Expired,"{10575,1001,129,LocalDate.of(2026,1,7),""Expired""},","LocalDate.of(2026,1,7)"
10576,1008,234,,Received,"{10576,1008,234,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10576,1011,262,,Adjusted,"{10576,1011,262,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10576,1010,218,,Received,"{10576,1010,218,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10576,1016,376,,Expired,"{10576,1016,376,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10577,1004,246,,Sold,"{10577,1004,246,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10577,1012,227,,Transferred,"{10577,1012,227,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10577,1008,162,,Expired,"{10577,1008,162,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10577,1010,367,,Sold,"{10577,1010,367,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10578,1004,428,12/6/2025,Received,"{10578,1004,428,LocalDate.of(2025,12,6),""Received""},","LocalDate.of(2025,12,6)"
10578,1018,74,7/4/2025,Adjusted,"{10578,1018,74,LocalDate.of(2025,7,4),""Adjusted""},","LocalDate.of(2025,7,4)"
10578,1015,212,1/31/2025,Sold,"{10578,1015,212,LocalDate.of(2025,1,31),""Sold""},","LocalDate.of(2025,1,31)"
10579,1010,312,3/11/2025,Adjusted,"{10579,1010,312,LocalDate.of(2025,3,11),""Adjusted""},","LocalDate.of(2025,3,11)"
10579,1008,16,2/22/2025,Adjusted,"{10579,1008,16,LocalDate.of(2025,2,22),""Adjusted""},","LocalDate.of(2025,2,22)"
10579,1005,483,6/29/2025,Received,"{10579,1005,483,LocalDate.of(2025,6,29),""Received""},","LocalDate.of(2025,6,29)"
10579,1009,166,7/5/2025,Expired,"{10579,1009,166,LocalDate.of(2025,7,5),""Expired""},","LocalDate.of(2025,7,5)"
10580,1012,356,9/3/2025,Transferred,"{10580,1012,356,LocalDate.of(2025,9,3),""Transferred""},","LocalDate.of(2025,9,3)"
10580,1017,463,9/27/2025,Expired,"{10580,1017,463,LocalDate.of(2025,9,27),""Expired""},","LocalDate.of(2025,9,27)"
10580,1003,142,4/16/2025,Received,"{10580,1003,142,LocalDate.of(2025,4,16),""Received""},","LocalDate.of(2025,4,16)"
10580,1011,284,12/2/2025,Adjusted,"{10580,1011,284,LocalDate.of(2025,12,2),""Adjusted""},","LocalDate.of(2025,12,2)"
10581,1020,488,,Expired,"{10581,1020,488,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10581,1017,138,,Expired,"{10581,1017,138,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10581,1007,34,,Transferred,"{10581,1007,34,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10581,1008,43,,Adjusted,"{10581,1008,43,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10582,1016,447,1/27/2025,Adjusted,"{10582,1016,447,LocalDate.of(2025,1,27),""Adjusted""},","LocalDate.of(2025,1,27)"
10582,1008,198,8/19/2025,Sold,"{10582,1008,198,LocalDate.of(2025,8,19),""Sold""},","LocalDate.of(2025,8,19)"
10582,1013,67,1/24/2026,Expired,"{10582,1013,67,LocalDate.of(2026,1,24),""Expired""},","LocalDate.of(2026,1,24)"
10583,1014,186,7/5/2025,Sold,"{10583,1014,186,LocalDate.of(2025,7,5),""Sold""},","LocalDate.of(2025,7,5)"
10583,1015,271,3/2/2025,Transferred,"{10583,1015,271,LocalDate.of(2025,3,2),""Transferred""},","LocalDate.of(2025,3,2)"
10583,1019,180,2/4/2025,Adjusted,"{10583,1019,180,LocalDate.of(2025,2,4),""Adjusted""},","LocalDate.of(2025,2,4)"
10583,1011,65,11/18/2025,Received,"{10583,1011,65,LocalDate.of(2025,11,18),""Received""},","LocalDate.of(2025,11,18)"
10584,1016,195,,Sold,"{10584,1016,195,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10584,1005,413,,Transferred,"{10584,1005,413,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10584,1013,196,,Sold,"{10584,1013,196,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10584,1001,155,,Sold,"{10584,1001,155,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10585,1017,198,10/26/2025,Sold,"{10585,1017,198,LocalDate.of(2025,10,26),""Sold""},","LocalDate.of(2025,10,26)"
10585,1020,180,8/24/2025,Received,"{10585,1020,180,LocalDate.of(2025,8,24),""Received""},","LocalDate.of(2025,8,24)"
10585,1016,240,12/11/2025,Received,"{10585,1016,240,LocalDate.of(2025,12,11),""Received""},","LocalDate.of(2025,12,11)"
10586,1012,462,,Transferred,"{10586,1012,462,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10586,1001,480,,Sold,"{10586,1001,480,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10586,1009,448,,Transferred,"{10586,1009,448,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10586,1006,149,,Sold,"{10586,1006,149,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10586,1011,171,,Adjusted,"{10586,1011,171,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10587,1011,45,12/22/2025,Received,"{10587,1011,45,LocalDate.of(2025,12,22),""Received""},","LocalDate.of(2025,12,22)"
10587,1002,413,9/10/2025,Expired,"{10587,1002,413,LocalDate.of(2025,9,10),""Expired""},","LocalDate.of(2025,9,10)"
10587,1015,238,10/24/2025,Expired,"{10587,1015,238,LocalDate.of(2025,10,24),""Expired""},","LocalDate.of(2025,10,24)"
10587,1020,208,11/18/2025,Sold,"{10587,1020,208,LocalDate.of(2025,11,18),""Sold""},","LocalDate.of(2025,11,18)"
10587,1017,477,4/19/2025,Transferred,"{10587,1017,477,LocalDate.of(2025,4,19),""Transferred""},","LocalDate.of(2025,4,19)"
10588,1004,456,,Sold,"{10588,1004,456,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10588,1013,389,,Received,"{10588,1013,389,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10588,1009,260,,Received,"{10588,1009,260,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10589,1005,65,11/18/2025,Transferred,"{10589,1005,65,LocalDate.of(2025,11,18),""Transferred""},","LocalDate.of(2025,11,18)"
10589,1002,357,2/21/2025,Adjusted,"{10589,1002,357,LocalDate.of(2025,2,21),""Adjusted""},","LocalDate.of(2025,2,21)"
10589,1007,300,5/13/2025,Expired,"{10589,1007,300,LocalDate.of(2025,5,13),""Expired""},","LocalDate.of(2025,5,13)"
10590,1019,493,,Received,"{10590,1019,493,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10590,1012,423,,Expired,"{10590,1012,423,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10590,1004,436,,Received,"{10590,1004,436,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10590,1016,421,,Adjusted,"{10590,1016,421,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10590,1002,420,,Transferred,"{10590,1002,420,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10591,1014,60,,Adjusted,"{10591,1014,60,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10591,1019,442,,Expired,"{10591,1019,442,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10591,1004,190,,Adjusted,"{10591,1004,190,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10591,1010,204,,Transferred,"{10591,1010,204,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10591,1001,107,,Received,"{10591,1001,107,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10592,1017,406,,Sold,"{10592,1017,406,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10592,1003,238,,Adjusted,"{10592,1003,238,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10592,1007,96,,Sold,"{10592,1007,96,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10592,1018,488,,Received,"{10592,1018,488,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10592,1013,56,,Transferred,"{10592,1013,56,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10593,1013,235,4/12/2025,Transferred,"{10593,1013,235,LocalDate.of(2025,4,12),""Transferred""},","LocalDate.of(2025,4,12)"
10593,1019,328,4/16/2025,Adjusted,"{10593,1019,328,LocalDate.of(2025,4,16),""Adjusted""},","LocalDate.of(2025,4,16)"
10593,1020,313,6/17/2025,Sold,"{10593,1020,313,LocalDate.of(2025,6,17),""Sold""},","LocalDate.of(2025,6,17)"
10593,1012,314,9/12/2025,Expired,"{10593,1012,314,LocalDate.of(2025,9,12),""Expired""},","LocalDate.of(2025,9,12)"
10593,1010,193,11/23/2025,Transferred,"{10593,1010,193,LocalDate.of(2025,11,23),""Transferred""},","LocalDate.of(2025,11,23)"
10594,1013,499,8/11/2025,Transferred,"{10594,1013,499,LocalDate.of(2025,8,11),""Transferred""},","LocalDate.of(2025,8,11)"
10594,1014,132,2/9/2025,Received,"{10594,1014,132,LocalDate.of(2025,2,9),""Received""},","LocalDate.of(2025,2,9)"
10594,1006,409,2/21/2025,Sold,"{10594,1006,409,LocalDate.of(2025,2,21),""Sold""},","LocalDate.of(2025,2,21)"
10595,1007,200,5/11/2025,Expired,"{10595,1007,200,LocalDate.of(2025,5,11),""Expired""},","LocalDate.of(2025,5,11)"
10595,1013,219,7/5/2025,Transferred,"{10595,1013,219,LocalDate.of(2025,7,5),""Transferred""},","LocalDate.of(2025,7,5)"
10595,1011,210,9/21/2025,Received,"{10595,1011,210,LocalDate.of(2025,9,21),""Received""},","LocalDate.of(2025,9,21)"
10595,1009,233,12/23/2025,Expired,"{10595,1009,233,LocalDate.of(2025,12,23),""Expired""},","LocalDate.of(2025,12,23)"
10596,1007,96,7/13/2025,Expired,"{10596,1007,96,LocalDate.of(2025,7,13),""Expired""},","LocalDate.of(2025,7,13)"
10596,1017,223,8/1/2025,Sold,"{10596,1017,223,LocalDate.of(2025,8,1),""Sold""},","LocalDate.of(2025,8,1)"
10596,1010,412,10/19/2025,Sold,"{10596,1010,412,LocalDate.of(2025,10,19),""Sold""},","LocalDate.of(2025,10,19)"
10596,1009,20,8/26/2025,Adjusted,"{10596,1009,20,LocalDate.of(2025,8,26),""Adjusted""},","LocalDate.of(2025,8,26)"
10597,1009,164,10/1/2025,Transferred,"{10597,1009,164,LocalDate.of(2025,10,1),""Transferred""},","LocalDate.of(2025,10,1)"
10597,1015,369,6/24/2025,Received,"{10597,1015,369,LocalDate.of(2025,6,24),""Received""},","LocalDate.of(2025,6,24)"
10597,1012,112,3/21/2025,Expired,"{10597,1012,112,LocalDate.of(2025,3,21),""Expired""},","LocalDate.of(2025,3,21)"
10597,1017,143,5/19/2025,Transferred,"{10597,1017,143,LocalDate.of(2025,5,19),""Transferred""},","LocalDate.of(2025,5,19)"
10598,1001,22,5/4/2025,Adjusted,"{10598,1001,22,LocalDate.of(2025,5,4),""Adjusted""},","LocalDate.of(2025,5,4)"
10598,1006,48,5/19/2025,Expired,"{10598,1006,48,LocalDate.of(2025,5,19),""Expired""},","LocalDate.of(2025,5,19)"
10598,1012,219,8/15/2025,Expired,"{10598,1012,219,LocalDate.of(2025,8,15),""Expired""},","LocalDate.of(2025,8,15)"
10598,1010,117,2/12/2025,Sold,"{10598,1010,117,LocalDate.of(2025,2,12),""Sold""},","LocalDate.of(2025,2,12)"
10598,1013,148,10/12/2025,Adjusted,"{10598,1013,148,LocalDate.of(2025,10,12),""Adjusted""},","LocalDate.of(2025,10,12)"
10599,1007,185,,Adjusted,"{10599,1007,185,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10599,1005,474,,Adjusted,"{10599,1005,474,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10599,1002,444,,Adjusted,"{10599,1002,444,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10599,1011,456,,Received,"{10599,1011,456,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10600,1014,197,,Sold,"{10600,1014,197,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10600,1016,453,,Expired,"{10600,1016,453,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10600,1010,110,,Received,"{10600,1010,110,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10600,1004,387,,Sold,"{10600,1004,387,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10600,1008,307,,Expired,"{10600,1008,307,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10601,1013,393,8/31/2025,Transferred,"{10601,1013,393,LocalDate.of(2025,8,31),""Transferred""},","LocalDate.of(2025,8,31)"
10601,1003,469,6/9/2025,Adjusted,"{10601,1003,469,LocalDate.of(2025,6,9),""Adjusted""},","LocalDate.of(2025,6,9)"
10601,1008,118,8/5/2025,Adjusted,"{10601,1008,118,LocalDate.of(2025,8,5),""Adjusted""},","LocalDate.of(2025,8,5)"
10601,1007,65,6/1/2025,Expired,"{10601,1007,65,LocalDate.of(2025,6,1),""Expired""},","LocalDate.of(2025,6,1)"
10601,1010,23,5/24/2025,Expired,"{10601,1010,23,LocalDate.of(2025,5,24),""Expired""},","LocalDate.of(2025,5,24)"
10602,1012,239,1/12/2025,Expired,"{10602,1012,239,LocalDate.of(2025,1,12),""Expired""},","LocalDate.of(2025,1,12)"
10602,1016,232,2/20/2025,Received,"{10602,1016,232,LocalDate.of(2025,2,20),""Received""},","LocalDate.of(2025,2,20)"
10602,1008,122,11/14/2025,Adjusted,"{10602,1008,122,LocalDate.of(2025,11,14),""Adjusted""},","LocalDate.of(2025,11,14)"
10602,1018,324,10/16/2025,Expired,"{10602,1018,324,LocalDate.of(2025,10,16),""Expired""},","LocalDate.of(2025,10,16)"
10603,1014,270,11/18/2025,Sold,"{10603,1014,270,LocalDate.of(2025,11,18),""Sold""},","LocalDate.of(2025,11,18)"
10603,1001,59,1/4/2025,Adjusted,"{10603,1001,59,LocalDate.of(2025,1,4),""Adjusted""},","LocalDate.of(2025,1,4)"
10603,1010,178,8/17/2025,Transferred,"{10603,1010,178,LocalDate.of(2025,8,17),""Transferred""},","LocalDate.of(2025,8,17)"
10603,1006,144,12/6/2025,Sold,"{10603,1006,144,LocalDate.of(2025,12,6),""Sold""},","LocalDate.of(2025,12,6)"
10604,1015,37,,Expired,"{10604,1015,37,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10604,1006,125,,Expired,"{10604,1006,125,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10604,1013,303,,Expired,"{10604,1013,303,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10605,1011,128,,Sold,"{10605,1011,128,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10605,1010,190,,Adjusted,"{10605,1010,190,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10605,1008,395,,Transferred,"{10605,1008,395,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10605,1019,448,,Sold,"{10605,1019,448,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10606,1001,52,9/3/2025,Adjusted,"{10606,1001,52,LocalDate.of(2025,9,3),""Adjusted""},","LocalDate.of(2025,9,3)"
10606,1010,8,8/11/2025,Transferred,"{10606,1010,8,LocalDate.of(2025,8,11),""Transferred""},","LocalDate.of(2025,8,11)"
10606,1012,468,2/5/2025,Sold,"{10606,1012,468,LocalDate.of(2025,2,5),""Sold""},","LocalDate.of(2025,2,5)"
10607,1003,433,,Adjusted,"{10607,1003,433,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10607,1001,66,,Sold,"{10607,1001,66,LocalDate.of(2025,1,24),""Sold""},","LocalDate.of(2025,1,24)"
10607,1014,386,,Adjusted,"{10607,1014,386,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10607,1006,322,,Expired,"{10607,1006,322,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10607,1013,497,,Adjusted,"{10607,1013,497,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10608,1001,476,,Adjusted,"{10608,1001,476,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10608,1020,64,,Expired,"{10608,1020,64,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10608,1016,191,,Expired,"{10608,1016,191,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10609,1010,473,11/7/2025,Sold,"{10609,1010,473,LocalDate.of(2025,11,7),""Sold""},","LocalDate.of(2025,11,7)"
10609,1011,103,11/28/2025,Expired,"{10609,1011,103,LocalDate.of(2025,11,28),""Expired""},","LocalDate.of(2025,11,28)"
10609,1019,167,4/8/2025,Adjusted,"{10609,1019,167,LocalDate.of(2025,4,8),""Adjusted""},","LocalDate.of(2025,4,8)"
10609,1002,242,12/31/2025,Adjusted,"{10609,1002,242,LocalDate.of(2025,12,31),""Adjusted""},","LocalDate.of(2025,12,31)"
10610,1011,402,9/25/2025,Received,"{10610,1011,402,LocalDate.of(2025,9,25),""Received""},","LocalDate.of(2025,9,25)"
10610,1010,34,7/15/2025,Expired,"{10610,1010,34,LocalDate.of(2025,7,15),""Expired""},","LocalDate.of(2025,7,15)"
10610,1020,54,10/18/2025,Expired,"{10610,1020,54,LocalDate.of(2025,10,18),""Expired""},","LocalDate.of(2025,10,18)"
10610,1008,184,4/7/2025,Sold,"{10610,1008,184,LocalDate.of(2025,4,7),""Sold""},","LocalDate.of(2025,4,7)"
10611,1008,399,1/2/2026,Expired,"{10611,1008,399,LocalDate.of(2026,1,2),""Expired""},","LocalDate.of(2026,1,2)"
10611,1003,97,9/22/2025,Adjusted,"{10611,1003,97,LocalDate.of(2025,9,22),""Adjusted""},","LocalDate.of(2025,9,22)"
10611,1005,57,5/2/2025,Transferred,"{10611,1005,57,LocalDate.of(2025,5,2),""Transferred""},","LocalDate.of(2025,5,2)"
10611,1014,494,2/10/2025,Expired,"{10611,1014,494,LocalDate.of(2025,2,10),""Expired""},","LocalDate.of(2025,2,10)"
10611,1007,134,6/24/2025,Transferred,"{10611,1007,134,LocalDate.of(2025,6,24),""Transferred""},","LocalDate.of(2025,6,24)"
10612,1010,126,10/17/2025,Sold,"{10612,1010,126,LocalDate.of(2025,10,17),""Sold""},","LocalDate.of(2025,10,17)"
10612,1019,195,12/15/2025,Sold,"{10612,1019,195,LocalDate.of(2025,12,15),""Sold""},","LocalDate.of(2025,12,15)"
10612,1002,199,8/27/2025,Received,"{10612,1002,199,LocalDate.of(2025,8,27),""Received""},","LocalDate.of(2025,8,27)"
10612,1018,306,9/17/2025,Adjusted,"{10612,1018,306,LocalDate.of(2025,9,17),""Adjusted""},","LocalDate.of(2025,9,17)"
10613,1014,11,,Transferred,"{10613,1014,11,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10613,1020,14,,Adjusted,"{10613,1020,14,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10613,1017,298,,Transferred,"{10613,1017,298,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10613,1015,261,,Adjusted,"{10613,1015,261,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10613,1007,198,,Transferred,"{10613,1007,198,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10614,1015,197,,Transferred,"{10614,1015,197,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10614,1006,461,,Received,"{10614,1006,461,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10614,1010,425,,Received,"{10614,1010,425,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10614,1018,382,,Adjusted,"{10614,1018,382,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10615,1016,301,10/5/2025,Transferred,"{10615,1016,301,LocalDate.of(2025,10,5),""Transferred""},","LocalDate.of(2025,10,5)"
10615,1012,16,2/3/2025,Transferred,"{10615,1012,16,LocalDate.of(2025,2,3),""Transferred""},","LocalDate.of(2025,2,3)"
10615,1006,454,11/7/2025,Received,"{10615,1006,454,LocalDate.of(2025,11,7),""Received""},","LocalDate.of(2025,11,7)"
10615,1020,199,7/27/2025,Expired,"{10615,1020,199,LocalDate.of(2025,7,27),""Expired""},","LocalDate.of(2025,7,27)"
10616,1007,7,,Transferred,"{10616,1007,7,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10616,1001,323,,Received,"{10616,1001,323,LocalDate.of(2025,1,24),""Received""},","LocalDate.of(2025,1,24)"
10616,1005,124,,Expired,"{10616,1005,124,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10617,1002,304,6/30/2025,Expired,"{10617,1002,304,LocalDate.of(2025,6,30),""Expired""},","LocalDate.of(2025,6,30)"
10617,1018,438,12/9/2025,Transferred,"{10617,1018,438,LocalDate.of(2025,12,9),""Transferred""},","LocalDate.of(2025,12,9)"
10617,1011,346,6/17/2025,Transferred,"{10617,1011,346,LocalDate.of(2025,6,17),""Transferred""},","LocalDate.of(2025,6,17)"
10618,1001,288,10/17/2025,Adjusted,"{10618,1001,288,LocalDate.of(2025,10,17),""Adjusted""},","LocalDate.of(2025,10,17)"
10618,1003,389,7/4/2025,Transferred,"{10618,1003,389,LocalDate.of(2025,7,4),""Transferred""},","LocalDate.of(2025,7,4)"
10618,1004,315,9/11/2025,Sold,"{10618,1004,315,LocalDate.of(2025,9,11),""Sold""},","LocalDate.of(2025,9,11)"
10619,1004,174,,Expired,"{10619,1004,174,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10619,1007,182,,Expired,"{10619,1007,182,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10619,1003,220,,Transferred,"{10619,1003,220,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10619,1002,439,,Expired,"{10619,1002,439,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10620,1014,365,,Expired,"{10620,1014,365,LocalDate.of(2025,1,24),""Expired""},","LocalDate.of(2025,1,24)"
10620,1010,433,,Adjusted,"{10620,1010,433,LocalDate.of(2025,1,24),""Adjusted""},","LocalDate.of(2025,1,24)"
10620,1011,408,,Transferred,"{10620,1011,408,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10620,1012,205,,Transferred,"{10620,1012,205,LocalDate.of(2025,1,24),""Transferred""},","LocalDate.of(2025,1,24)"
10621,1014,239,1/28/2025,Sold,"{10621,1014,239,LocalDate.of(2025,1,28),""Sold""},","LocalDate.of(2025,1,28)"
